chrom	left_start	left_end	right_start	right_end
WestNile_1_50_consensus_40	2418	2438	4051	4070
WestNile_1_50_consensus_40	2418	2438	4160	4178
WestNile_1_50_consensus_40	2418	2438	4222	4238
WestNile_1_50_consensus_40	2418	2438	4329	4347
WestNile_1_50_consensus_40	2418	2438	4407	4430
WestNile_1_50_consensus_40	2535	2555	2557	2576
WestNile_1_50_consensus_40	2535	2555	2647	2669
WestNile_1_50_consensus_40	2535	2555	2756	2773
WestNile_1_50_consensus_40	2535	2555	2830	2854
WestNile_1_50_consensus_40	2535	2555	2944	2962
WestNile_1_50_consensus_40	2535	2555	3063	3080
WestNile_1_50_consensus_40	2535	2555	3159	3175
WestNile_1_50_consensus_40	2535	2555	3229	3244
WestNile_1_50_consensus_40	2535	2555	3343	3359
WestNile_1_50_consensus_40	2535	2555	3458	3474
WestNile_1_50_consensus_40	2535	2555	3529	3548
WestNile_1_50_consensus_40	2535	2555	3642	3660
WestNile_1_50_consensus_40	2535	2555	3726	3745
WestNile_1_50_consensus_40	2535	2555	3838	3857
WestNile_1_50_consensus_40	2535	2555	3943	3963
WestNile_1_50_consensus_40	2535	2555	4051	4070
WestNile_1_50_consensus_40	2535	2555	4160	4178
WestNile_1_50_consensus_40	2535	2555	4222	4238
WestNile_1_50_consensus_40	2535	2555	4329	4347
WestNile_1_50_consensus_40	2535	2555	4407	4430
WestNile_1_50_consensus_40	2535	2555	4522	4538
WestNile_1_50_consensus_40	2627	2645	2647	2669
WestNile_1_50_consensus_40	2627	2645	2756	2773
WestNile_1_50_consensus_40	2627	2645	2830	2854
WestNile_1_50_consensus_40	2627	2645	2944	2962
WestNile_1_50_consensus_40	2627	2645	3063	3080
WestNile_1_50_consensus_40	2627	2645	3159	3175
WestNile_1_50_consensus_40	2627	2645	3229	3244
WestNile_1_50_consensus_40	2627	2645	3343	3359
WestNile_1_50_consensus_40	2627	2645	3458	3474
WestNile_1_50_consensus_40	2627	2645	3529	3548
WestNile_1_50_consensus_40	2627	2645	3642	3660
WestNile_1_50_consensus_40	2627	2645	3726	3745
WestNile_1_50_consensus_40	2627	2645	3838	3857
WestNile_1_50_consensus_40	2627	2645	3943	3963
WestNile_1_50_consensus_40	2627	2645	4051	4070
WestNile_1_50_consensus_40	2627	2645	4160	4178
WestNile_1_50_consensus_40	2627	2645	4222	4238
WestNile_1_50_consensus_40	2627	2645	4329	4347
WestNile_1_50_consensus_40	2627	2645	4407	4430
WestNile_1_50_consensus_40	2627	2645	4522	4538
WestNile_1_50_consensus_40	2627	2645	4630	4645
WestNile_1_50_consensus_40	2732	2754	2756	2773
WestNile_1_50_consensus_40	2732	2754	2830	2854
WestNile_1_50_consensus_40	2732	2754	2944	2962
WestNile_1_50_consensus_40	2732	2754	3063	3080
WestNile_1_50_consensus_40	2732	2754	3159	3175
WestNile_1_50_consensus_40	2732	2754	3229	3244
WestNile_1_50_consensus_40	2732	2754	3343	3359
WestNile_1_50_consensus_40	2732	2754	3458	3474
WestNile_1_50_consensus_40	2732	2754	3529	3548
WestNile_1_50_consensus_40	2732	2754	3642	3660
WestNile_1_50_consensus_40	2732	2754	3726	3745
WestNile_1_50_consensus_40	2732	2754	3838	3857
WestNile_1_50_consensus_40	2732	2754	3943	3963
WestNile_1_50_consensus_40	2732	2754	4051	4070
WestNile_1_50_consensus_40	2732	2754	4160	4178
WestNile_1_50_consensus_40	2732	2754	4222	4238
WestNile_1_50_consensus_40	2732	2754	4329	4347
WestNile_1_50_consensus_40	2732	2754	4407	4430
WestNile_1_50_consensus_40	2732	2754	4522	4538
WestNile_1_50_consensus_40	2732	2754	4630	4645
WestNile_1_50_consensus_40	2732	2754	4742	4760
WestNile_1_50_consensus_40	2809	2828	2830	2854
WestNile_1_50_consensus_40	2809	2828	2944	2962
WestNile_1_50_consensus_40	2809	2828	3063	3080
WestNile_1_50_consensus_40	2809	2828	3159	3175
WestNile_1_50_consensus_40	2809	2828	3229	3244
WestNile_1_50_consensus_40	2809	2828	3343	3359
WestNile_1_50_consensus_40	2809	2828	3458	3474
WestNile_1_50_consensus_40	2809	2828	3529	3548
WestNile_1_50_consensus_40	2809	2828	3642	3660
WestNile_1_50_consensus_40	2809	2828	3726	3745
WestNile_1_50_consensus_40	2809	2828	3838	3857
WestNile_1_50_consensus_40	2809	2828	3943	3963
WestNile_1_50_consensus_40	2809	2828	4051	4070
WestNile_1_50_consensus_40	2809	2828	4160	4178
WestNile_1_50_consensus_40	2809	2828	4222	4238
WestNile_1_50_consensus_40	2809	2828	4329	4347
WestNile_1_50_consensus_40	2809	2828	4407	4430
WestNile_1_50_consensus_40	2809	2828	4522	4538
WestNile_1_50_consensus_40	2809	2828	4630	4645
WestNile_1_50_consensus_40	2809	2828	4742	4760
WestNile_1_50_consensus_40	2925	2942	2944	2962
WestNile_1_50_consensus_40	2925	2942	3063	3080
WestNile_1_50_consensus_40	2925	2942	3159	3175
WestNile_1_50_consensus_40	2925	2942	3229	3244
WestNile_1_50_consensus_40	2925	2942	3343	3359
WestNile_1_50_consensus_40	2925	2942	3458	3474
WestNile_1_50_consensus_40	2925	2942	3529	3548
WestNile_1_50_consensus_40	2925	2942	3642	3660
WestNile_1_50_consensus_40	2925	2942	3726	3745
WestNile_1_50_consensus_40	2925	2942	3838	3857
WestNile_1_50_consensus_40	2925	2942	3943	3963
WestNile_1_50_consensus_40	2925	2942	4051	4070
WestNile_1_50_consensus_40	2925	2942	4160	4178
WestNile_1_50_consensus_40	2925	2942	4222	4238
WestNile_1_50_consensus_40	2925	2942	4329	4347
WestNile_1_50_consensus_40	2925	2942	4407	4430
WestNile_1_50_consensus_40	2925	2942	4522	4538
WestNile_1_50_consensus_40	2925	2942	4630	4645
WestNile_1_50_consensus_40	2925	2942	4742	4760
WestNile_1_50_consensus_40	2925	2942	4849	4865
WestNile_1_50_consensus_40	2925	2942	4934	4954
WestNile_1_50_consensus_40	3045	3061	3063	3080
WestNile_1_50_consensus_40	3045	3061	3159	3175
WestNile_1_50_consensus_40	3045	3061	3229	3244
WestNile_1_50_consensus_40	3045	3061	3343	3359
WestNile_1_50_consensus_40	3045	3061	3458	3474
WestNile_1_50_consensus_40	3045	3061	3529	3548
WestNile_1_50_consensus_40	3045	3061	3642	3660
WestNile_1_50_consensus_40	3045	3061	3726	3745
WestNile_1_50_consensus_40	3045	3061	3838	3857
WestNile_1_50_consensus_40	3045	3061	3943	3963
WestNile_1_50_consensus_40	3045	3061	4051	4070
WestNile_1_50_consensus_40	3045	3061	4160	4178
WestNile_1_50_consensus_40	3045	3061	4222	4238
WestNile_1_50_consensus_40	3045	3061	4329	4347
WestNile_1_50_consensus_40	3045	3061	4407	4430
WestNile_1_50_consensus_40	3045	3061	4522	4538
WestNile_1_50_consensus_40	3045	3061	4630	4645
WestNile_1_50_consensus_40	3045	3061	4742	4760
WestNile_1_50_consensus_40	3045	3061	4849	4865
WestNile_1_50_consensus_40	3045	3061	4934	4954
WestNile_1_50_consensus_40	3045	3061	5053	5070
WestNile_1_50_consensus_40	3141	3157	3159	3175
WestNile_1_50_consensus_40	3141	3157	3229	3244
WestNile_1_50_consensus_40	3141	3157	3343	3359
WestNile_1_50_consensus_40	3141	3157	3458	3474
WestNile_1_50_consensus_40	3141	3157	3529	3548
WestNile_1_50_consensus_40	3141	3157	3642	3660
WestNile_1_50_consensus_40	3141	3157	3726	3745
WestNile_1_50_consensus_40	3141	3157	3838	3857
WestNile_1_50_consensus_40	3141	3157	3943	3963
WestNile_1_50_consensus_40	3141	3157	4051	4070
WestNile_1_50_consensus_40	3141	3157	4160	4178
WestNile_1_50_consensus_40	3141	3157	4222	4238
WestNile_1_50_consensus_40	3141	3157	4329	4347
WestNile_1_50_consensus_40	3141	3157	4407	4430
WestNile_1_50_consensus_40	3141	3157	4522	4538
WestNile_1_50_consensus_40	3141	3157	4630	4645
WestNile_1_50_consensus_40	3141	3157	4742	4760
WestNile_1_50_consensus_40	3141	3157	4849	4865
WestNile_1_50_consensus_40	3141	3157	4934	4954
WestNile_1_50_consensus_40	3141	3157	5053	5070
WestNile_1_50_consensus_40	3212	3227	3229	3244
WestNile_1_50_consensus_40	3212	3227	3343	3359
WestNile_1_50_consensus_40	3212	3227	3458	3474
WestNile_1_50_consensus_40	3212	3227	3529	3548
WestNile_1_50_consensus_40	3212	3227	3642	3660
WestNile_1_50_consensus_40	3212	3227	3726	3745
WestNile_1_50_consensus_40	3212	3227	3838	3857
WestNile_1_50_consensus_40	3212	3227	3943	3963
WestNile_1_50_consensus_40	3212	3227	4051	4070
WestNile_1_50_consensus_40	3212	3227	4160	4178
WestNile_1_50_consensus_40	3212	3227	4222	4238
WestNile_1_50_consensus_40	3212	3227	4329	4347
WestNile_1_50_consensus_40	3212	3227	4407	4430
WestNile_1_50_consensus_40	3212	3227	4522	4538
WestNile_1_50_consensus_40	3212	3227	4630	4645
WestNile_1_50_consensus_40	3212	3227	4742	4760
WestNile_1_50_consensus_40	3212	3227	4849	4865
WestNile_1_50_consensus_40	3212	3227	4934	4954
WestNile_1_50_consensus_40	3212	3227	5053	5070
WestNile_1_50_consensus_40	3212	3227	5167	5183
WestNile_1_50_consensus_40	3325	3341	3343	3359
WestNile_1_50_consensus_40	3325	3341	3458	3474
WestNile_1_50_consensus_40	3325	3341	3529	3548
WestNile_1_50_consensus_40	3325	3341	3642	3660
WestNile_1_50_consensus_40	3325	3341	3726	3745
WestNile_1_50_consensus_40	3325	3341	3838	3857
WestNile_1_50_consensus_40	3325	3341	3943	3963
WestNile_1_50_consensus_40	3325	3341	4051	4070
WestNile_1_50_consensus_40	3325	3341	4160	4178
WestNile_1_50_consensus_40	3325	3341	4222	4238
WestNile_1_50_consensus_40	3325	3341	4329	4347
WestNile_1_50_consensus_40	3325	3341	4407	4430
WestNile_1_50_consensus_40	3325	3341	4522	4538
WestNile_1_50_consensus_40	3325	3341	4630	4645
WestNile_1_50_consensus_40	3325	3341	4742	4760
WestNile_1_50_consensus_40	3325	3341	4849	4865
WestNile_1_50_consensus_40	3325	3341	4934	4954
WestNile_1_50_consensus_40	3325	3341	5053	5070
WestNile_1_50_consensus_40	3325	3341	5167	5183
WestNile_1_50_consensus_40	3325	3341	5282	5303
WestNile_1_50_consensus_40	3433	3456	3458	3474
WestNile_1_50_consensus_40	3433	3456	3529	3548
WestNile_1_50_consensus_40	3433	3456	3642	3660
WestNile_1_50_consensus_40	3433	3456	3726	3745
WestNile_1_50_consensus_40	3433	3456	3838	3857
WestNile_1_50_consensus_40	3433	3456	3943	3963
WestNile_1_50_consensus_40	3433	3456	4051	4070
WestNile_1_50_consensus_40	3433	3456	4160	4178
WestNile_1_50_consensus_40	3433	3456	4222	4238
WestNile_1_50_consensus_40	3433	3456	4329	4347
WestNile_1_50_consensus_40	3433	3456	4407	4430
WestNile_1_50_consensus_40	3433	3456	4522	4538
WestNile_1_50_consensus_40	3433	3456	4630	4645
WestNile_1_50_consensus_40	3433	3456	4742	4760
WestNile_1_50_consensus_40	3433	3456	4849	4865
WestNile_1_50_consensus_40	3433	3456	4934	4954
WestNile_1_50_consensus_40	3433	3456	5053	5070
WestNile_1_50_consensus_40	3433	3456	5167	5183
WestNile_1_50_consensus_40	3433	3456	5282	5303
WestNile_1_50_consensus_40	3433	3456	5394	5414
WestNile_1_50_consensus_40	3510	3527	3529	3548
WestNile_1_50_consensus_40	3510	3527	3642	3660
WestNile_1_50_consensus_40	3510	3527	3726	3745
WestNile_1_50_consensus_40	3510	3527	3838	3857
WestNile_1_50_consensus_40	3510	3527	3943	3963
WestNile_1_50_consensus_40	3510	3527	4051	4070
WestNile_1_50_consensus_40	3510	3527	4160	4178
WestNile_1_50_consensus_40	3510	3527	4222	4238
WestNile_1_50_consensus_40	3510	3527	4329	4347
WestNile_1_50_consensus_40	3510	3527	4407	4430
WestNile_1_50_consensus_40	3510	3527	4522	4538
WestNile_1_50_consensus_40	3510	3527	4630	4645
WestNile_1_50_consensus_40	3510	3527	4742	4760
WestNile_1_50_consensus_40	3510	3527	4849	4865
WestNile_1_50_consensus_40	3510	3527	4934	4954
WestNile_1_50_consensus_40	3510	3527	5053	5070
WestNile_1_50_consensus_40	3510	3527	5167	5183
WestNile_1_50_consensus_40	3510	3527	5282	5303
WestNile_1_50_consensus_40	3510	3527	5394	5414
WestNile_1_50_consensus_40	3510	3527	5494	5514
WestNile_1_50_consensus_40	3620	3640	3642	3660
WestNile_1_50_consensus_40	3620	3640	3726	3745
WestNile_1_50_consensus_40	3620	3640	3838	3857
WestNile_1_50_consensus_40	3620	3640	3943	3963
WestNile_1_50_consensus_40	3620	3640	4051	4070
WestNile_1_50_consensus_40	3620	3640	4160	4178
WestNile_1_50_consensus_40	3620	3640	4222	4238
WestNile_1_50_consensus_40	3620	3640	4329	4347
WestNile_1_50_consensus_40	3620	3640	4407	4430
WestNile_1_50_consensus_40	3620	3640	4522	4538
WestNile_1_50_consensus_40	3620	3640	4630	4645
WestNile_1_50_consensus_40	3620	3640	4742	4760
WestNile_1_50_consensus_40	3620	3640	4849	4865
WestNile_1_50_consensus_40	3620	3640	4934	4954
WestNile_1_50_consensus_40	3620	3640	5053	5070
WestNile_1_50_consensus_40	3620	3640	5167	5183
WestNile_1_50_consensus_40	3620	3640	5282	5303
WestNile_1_50_consensus_40	3620	3640	5394	5414
WestNile_1_50_consensus_40	3620	3640	5494	5514
WestNile_1_50_consensus_40	3620	3640	5607	5627
WestNile_1_50_consensus_40	3704	3724	3726	3745
WestNile_1_50_consensus_40	3704	3724	3838	3857
WestNile_1_50_consensus_40	3704	3724	3943	3963
WestNile_1_50_consensus_40	3704	3724	4051	4070
WestNile_1_50_consensus_40	3704	3724	4160	4178
WestNile_1_50_consensus_40	3704	3724	4222	4238
WestNile_1_50_consensus_40	3704	3724	4329	4347
WestNile_1_50_consensus_40	3704	3724	4407	4430
WestNile_1_50_consensus_40	3704	3724	4522	4538
WestNile_1_50_consensus_40	3704	3724	4630	4645
WestNile_1_50_consensus_40	3704	3724	4742	4760
WestNile_1_50_consensus_40	3704	3724	4849	4865
WestNile_1_50_consensus_40	3704	3724	4934	4954
WestNile_1_50_consensus_40	3704	3724	5053	5070
WestNile_1_50_consensus_40	3704	3724	5167	5183
WestNile_1_50_consensus_40	3704	3724	5282	5303
WestNile_1_50_consensus_40	3704	3724	5394	5414
WestNile_1_50_consensus_40	3704	3724	5494	5514
WestNile_1_50_consensus_40	3704	3724	5607	5627
WestNile_1_50_consensus_40	3704	3724	5713	5737
WestNile_1_50_consensus_40	3817	3836	3838	3857
WestNile_1_50_consensus_40	3817	3836	3943	3963
WestNile_1_50_consensus_40	3817	3836	4051	4070
WestNile_1_50_consensus_40	3817	3836	4160	4178
WestNile_1_50_consensus_40	3817	3836	4222	4238
WestNile_1_50_consensus_40	3817	3836	4329	4347
WestNile_1_50_consensus_40	3817	3836	4407	4430
WestNile_1_50_consensus_40	3817	3836	4522	4538
WestNile_1_50_consensus_40	3817	3836	4630	4645
WestNile_1_50_consensus_40	3817	3836	4742	4760
WestNile_1_50_consensus_40	3817	3836	4849	4865
WestNile_1_50_consensus_40	3817	3836	4934	4954
WestNile_1_50_consensus_40	3817	3836	5053	5070
WestNile_1_50_consensus_40	3817	3836	5167	5183
WestNile_1_50_consensus_40	3817	3836	5282	5303
WestNile_1_50_consensus_40	3817	3836	5394	5414
WestNile_1_50_consensus_40	3817	3836	5494	5514
WestNile_1_50_consensus_40	3817	3836	5607	5627
WestNile_1_50_consensus_40	3817	3836	5713	5737
WestNile_1_50_consensus_40	3817	3836	5825	5844
WestNile_1_50_consensus_40	3923	3941	3943	3963
WestNile_1_50_consensus_40	3923	3941	4051	4070
WestNile_1_50_consensus_40	3923	3941	4160	4178
WestNile_1_50_consensus_40	3923	3941	4222	4238
WestNile_1_50_consensus_40	3923	3941	4329	4347
WestNile_1_50_consensus_40	3923	3941	4407	4430
WestNile_1_50_consensus_40	3923	3941	4522	4538
WestNile_1_50_consensus_40	3923	3941	4630	4645
WestNile_1_50_consensus_40	3923	3941	4742	4760
WestNile_1_50_consensus_40	3923	3941	4849	4865
WestNile_1_50_consensus_40	3923	3941	4934	4954
WestNile_1_50_consensus_40	3923	3941	5053	5070
WestNile_1_50_consensus_40	3923	3941	5167	5183
WestNile_1_50_consensus_40	3923	3941	5282	5303
WestNile_1_50_consensus_40	3923	3941	5394	5414
WestNile_1_50_consensus_40	3923	3941	5494	5514
WestNile_1_50_consensus_40	3923	3941	5607	5627
WestNile_1_50_consensus_40	3923	3941	5713	5737
WestNile_1_50_consensus_40	3923	3941	5825	5844
WestNile_1_50_consensus_40	3923	3941	5924	5944
WestNile_1_50_consensus_40	4033	4049	4051	4070
WestNile_1_50_consensus_40	4033	4049	4160	4178
WestNile_1_50_consensus_40	4033	4049	4222	4238
WestNile_1_50_consensus_40	4033	4049	4329	4347
WestNile_1_50_consensus_40	4033	4049	4407	4430
WestNile_1_50_consensus_40	4033	4049	4522	4538
WestNile_1_50_consensus_40	4033	4049	4630	4645
WestNile_1_50_consensus_40	4033	4049	4742	4760
WestNile_1_50_consensus_40	4033	4049	4849	4865
WestNile_1_50_consensus_40	4033	4049	4934	4954
WestNile_1_50_consensus_40	4033	4049	5053	5070
WestNile_1_50_consensus_40	4033	4049	5167	5183
WestNile_1_50_consensus_40	4033	4049	5282	5303
WestNile_1_50_consensus_40	4033	4049	5394	5414
WestNile_1_50_consensus_40	4033	4049	5494	5514
WestNile_1_50_consensus_40	4033	4049	5607	5627
WestNile_1_50_consensus_40	4033	4049	5713	5737
WestNile_1_50_consensus_40	4033	4049	5825	5844
WestNile_1_50_consensus_40	4033	4049	5924	5944
WestNile_1_50_consensus_40	4033	4049	6034	6055
WestNile_1_50_consensus_40	4142	4158	4160	4178
WestNile_1_50_consensus_40	4142	4158	4222	4238
WestNile_1_50_consensus_40	4142	4158	4329	4347
WestNile_1_50_consensus_40	4142	4158	4407	4430
WestNile_1_50_consensus_40	4142	4158	4522	4538
WestNile_1_50_consensus_40	4142	4158	4630	4645
WestNile_1_50_consensus_40	4142	4158	4742	4760
WestNile_1_50_consensus_40	4142	4158	4849	4865
WestNile_1_50_consensus_40	4142	4158	4934	4954
WestNile_1_50_consensus_40	4142	4158	5053	5070
WestNile_1_50_consensus_40	4142	4158	5167	5183
WestNile_1_50_consensus_40	4142	4158	5282	5303
WestNile_1_50_consensus_40	4142	4158	5394	5414
WestNile_1_50_consensus_40	4142	4158	5494	5514
WestNile_1_50_consensus_40	4142	4158	5607	5627
WestNile_1_50_consensus_40	4142	4158	5713	5737
WestNile_1_50_consensus_40	4142	4158	5825	5844
WestNile_1_50_consensus_40	4142	4158	5924	5944
WestNile_1_50_consensus_40	4142	4158	6034	6055
WestNile_1_50_consensus_40	4142	4158	6140	6156
WestNile_1_50_consensus_40	4201	4220	4222	4238
WestNile_1_50_consensus_40	4201	4220	4329	4347
WestNile_1_50_consensus_40	4201	4220	4407	4430
WestNile_1_50_consensus_40	4201	4220	4522	4538
WestNile_1_50_consensus_40	4201	4220	4630	4645
WestNile_1_50_consensus_40	4201	4220	4742	4760
WestNile_1_50_consensus_40	4201	4220	4849	4865
WestNile_1_50_consensus_40	4201	4220	4934	4954
WestNile_1_50_consensus_40	4201	4220	5053	5070
WestNile_1_50_consensus_40	4201	4220	5167	5183
WestNile_1_50_consensus_40	4201	4220	5282	5303
WestNile_1_50_consensus_40	4201	4220	5394	5414
WestNile_1_50_consensus_40	4201	4220	5494	5514
WestNile_1_50_consensus_40	4201	4220	5607	5627
WestNile_1_50_consensus_40	4201	4220	5713	5737
WestNile_1_50_consensus_40	4201	4220	5825	5844
WestNile_1_50_consensus_40	4201	4220	5924	5944
WestNile_1_50_consensus_40	4201	4220	6034	6055
WestNile_1_50_consensus_40	4201	4220	6140	6156
WestNile_1_50_consensus_40	4201	4220	6197	6214
WestNile_1_50_consensus_40	4305	4327	4329	4347
WestNile_1_50_consensus_40	4305	4327	4407	4430
WestNile_1_50_consensus_40	4305	4327	4522	4538
WestNile_1_50_consensus_40	4305	4327	4630	4645
WestNile_1_50_consensus_40	4305	4327	4742	4760
WestNile_1_50_consensus_40	4305	4327	4849	4865
WestNile_1_50_consensus_40	4305	4327	4934	4954
WestNile_1_50_consensus_40	4305	4327	5053	5070
WestNile_1_50_consensus_40	4305	4327	5167	5183
WestNile_1_50_consensus_40	4305	4327	5282	5303
WestNile_1_50_consensus_40	4305	4327	5394	5414
WestNile_1_50_consensus_40	4305	4327	5494	5514
WestNile_1_50_consensus_40	4305	4327	5607	5627
WestNile_1_50_consensus_40	4305	4327	5713	5737
WestNile_1_50_consensus_40	4305	4327	5825	5844
WestNile_1_50_consensus_40	4305	4327	5924	5944
WestNile_1_50_consensus_40	4305	4327	6034	6055
WestNile_1_50_consensus_40	4305	4327	6140	6156
WestNile_1_50_consensus_40	4305	4327	6197	6214
WestNile_1_50_consensus_40	4305	4327	6278	6296
WestNile_1_50_consensus_40	4387	4405	4407	4430
WestNile_1_50_consensus_40	4387	4405	4522	4538
WestNile_1_50_consensus_40	4387	4405	4630	4645
WestNile_1_50_consensus_40	4387	4405	4742	4760
WestNile_1_50_consensus_40	4387	4405	4849	4865
WestNile_1_50_consensus_40	4387	4405	4934	4954
WestNile_1_50_consensus_40	4387	4405	5053	5070
WestNile_1_50_consensus_40	4387	4405	5167	5183
WestNile_1_50_consensus_40	4387	4405	5282	5303
WestNile_1_50_consensus_40	4387	4405	5394	5414
WestNile_1_50_consensus_40	4387	4405	5494	5514
WestNile_1_50_consensus_40	4387	4405	5607	5627
WestNile_1_50_consensus_40	4387	4405	5713	5737
WestNile_1_50_consensus_40	4387	4405	5825	5844
WestNile_1_50_consensus_40	4387	4405	5924	5944
WestNile_1_50_consensus_40	4387	4405	6034	6055
WestNile_1_50_consensus_40	4387	4405	6140	6156
WestNile_1_50_consensus_40	4387	4405	6197	6214
WestNile_1_50_consensus_40	4387	4405	6278	6296
WestNile_1_50_consensus_40	4387	4405	6395	6413
WestNile_1_50_consensus_40	4500	4520	4522	4538
WestNile_1_50_consensus_40	4500	4520	4630	4645
WestNile_1_50_consensus_40	4500	4520	4742	4760
WestNile_1_50_consensus_40	4500	4520	4849	4865
WestNile_1_50_consensus_40	4500	4520	4934	4954
WestNile_1_50_consensus_40	4500	4520	5053	5070
WestNile_1_50_consensus_40	4500	4520	5167	5183
WestNile_1_50_consensus_40	4500	4520	5282	5303
WestNile_1_50_consensus_40	4500	4520	5394	5414
WestNile_1_50_consensus_40	4500	4520	5494	5514
WestNile_1_50_consensus_40	4500	4520	5607	5627
WestNile_1_50_consensus_40	4500	4520	5713	5737
WestNile_1_50_consensus_40	4500	4520	5825	5844
WestNile_1_50_consensus_40	4500	4520	5924	5944
WestNile_1_50_consensus_40	4500	4520	6034	6055
WestNile_1_50_consensus_40	4500	4520	6140	6156
WestNile_1_50_consensus_40	4500	4520	6197	6214
WestNile_1_50_consensus_40	4500	4520	6278	6296
WestNile_1_50_consensus_40	4500	4520	6395	6413
WestNile_1_50_consensus_40	4500	4520	6480	6499
WestNile_1_50_consensus_40	4611	4628	4630	4645
WestNile_1_50_consensus_40	4611	4628	4742	4760
WestNile_1_50_consensus_40	4611	4628	4849	4865
WestNile_1_50_consensus_40	4611	4628	4934	4954
WestNile_1_50_consensus_40	4611	4628	5053	5070
WestNile_1_50_consensus_40	4611	4628	5167	5183
WestNile_1_50_consensus_40	4611	4628	5282	5303
WestNile_1_50_consensus_40	4611	4628	5394	5414
WestNile_1_50_consensus_40	4611	4628	5494	5514
WestNile_1_50_consensus_40	4611	4628	5607	5627
WestNile_1_50_consensus_40	4611	4628	5713	5737
WestNile_1_50_consensus_40	4611	4628	5825	5844
WestNile_1_50_consensus_40	4611	4628	5924	5944
WestNile_1_50_consensus_40	4611	4628	6034	6055
WestNile_1_50_consensus_40	4611	4628	6140	6156
WestNile_1_50_consensus_40	4611	4628	6197	6214
WestNile_1_50_consensus_40	4611	4628	6278	6296
WestNile_1_50_consensus_40	4611	4628	6395	6413
WestNile_1_50_consensus_40	4611	4628	6480	6499
WestNile_1_50_consensus_40	4611	4628	6592	6608
WestNile_1_50_consensus_40	4724	4740	4742	4760
WestNile_1_50_consensus_40	4724	4740	4849	4865
WestNile_1_50_consensus_40	4724	4740	4934	4954
WestNile_1_50_consensus_40	4724	4740	5053	5070
WestNile_1_50_consensus_40	4724	4740	5167	5183
WestNile_1_50_consensus_40	4724	4740	5282	5303
WestNile_1_50_consensus_40	4724	4740	5394	5414
WestNile_1_50_consensus_40	4724	4740	5494	5514
WestNile_1_50_consensus_40	4724	4740	5607	5627
WestNile_1_50_consensus_40	4724	4740	5713	5737
WestNile_1_50_consensus_40	4724	4740	5825	5844
WestNile_1_50_consensus_40	4724	4740	5924	5944
WestNile_1_50_consensus_40	4724	4740	6034	6055
WestNile_1_50_consensus_40	4724	4740	6140	6156
WestNile_1_50_consensus_40	4724	4740	6197	6214
WestNile_1_50_consensus_40	4724	4740	6278	6296
WestNile_1_50_consensus_40	4724	4740	6395	6413
WestNile_1_50_consensus_40	4724	4740	6480	6499
WestNile_1_50_consensus_40	4724	4740	6592	6608
WestNile_1_50_consensus_40	4724	4740	6678	6695
WestNile_1_50_consensus_40	4826	4847	4849	4865
WestNile_1_50_consensus_40	4826	4847	4934	4954
WestNile_1_50_consensus_40	4826	4847	5053	5070
WestNile_1_50_consensus_40	4826	4847	5167	5183
WestNile_1_50_consensus_40	4826	4847	5282	5303
WestNile_1_50_consensus_40	4826	4847	5394	5414
WestNile_1_50_consensus_40	4826	4847	5494	5514
WestNile_1_50_consensus_40	4826	4847	5607	5627
WestNile_1_50_consensus_40	4826	4847	5713	5737
WestNile_1_50_consensus_40	4826	4847	5825	5844
WestNile_1_50_consensus_40	4826	4847	5924	5944
WestNile_1_50_consensus_40	4826	4847	6034	6055
WestNile_1_50_consensus_40	4826	4847	6140	6156
WestNile_1_50_consensus_40	4826	4847	6197	6214
WestNile_1_50_consensus_40	4826	4847	6278	6296
WestNile_1_50_consensus_40	4826	4847	6395	6413
WestNile_1_50_consensus_40	4826	4847	6480	6499
WestNile_1_50_consensus_40	4826	4847	6592	6608
WestNile_1_50_consensus_40	4826	4847	6678	6695
WestNile_1_50_consensus_40	4826	4847	6791	6808
WestNile_1_50_consensus_40	4913	4932	4934	4954
WestNile_1_50_consensus_40	4913	4932	5053	5070
WestNile_1_50_consensus_40	4913	4932	5167	5183
WestNile_1_50_consensus_40	4913	4932	5282	5303
WestNile_1_50_consensus_40	4913	4932	5394	5414
WestNile_1_50_consensus_40	4913	4932	5494	5514
WestNile_1_50_consensus_40	4913	4932	5607	5627
WestNile_1_50_consensus_40	4913	4932	5713	5737
WestNile_1_50_consensus_40	4913	4932	5825	5844
WestNile_1_50_consensus_40	4913	4932	5924	5944
WestNile_1_50_consensus_40	4913	4932	6034	6055
WestNile_1_50_consensus_40	4913	4932	6140	6156
WestNile_1_50_consensus_40	4913	4932	6197	6214
WestNile_1_50_consensus_40	4913	4932	6278	6296
WestNile_1_50_consensus_40	4913	4932	6395	6413
WestNile_1_50_consensus_40	4913	4932	6480	6499
WestNile_1_50_consensus_40	4913	4932	6592	6608
WestNile_1_50_consensus_40	4913	4932	6678	6695
WestNile_1_50_consensus_40	4913	4932	6791	6808
WestNile_1_50_consensus_40	4913	4932	6904	6923
WestNile_1_50_consensus_40	5035	5051	5053	5070
WestNile_1_50_consensus_40	5035	5051	5167	5183
WestNile_1_50_consensus_40	5035	5051	5282	5303
WestNile_1_50_consensus_40	5035	5051	5394	5414
WestNile_1_50_consensus_40	5035	5051	5494	5514
WestNile_1_50_consensus_40	5035	5051	5607	5627
WestNile_1_50_consensus_40	5035	5051	5713	5737
